id,subject,topic,question,A,B,C,D,answer,explanation,categoryKey,categoryLabel
401,Problem Solving,Quantitative Reasoning,"If a car travels 120km in 2 hours then 60km in 1 hour, average speed?",90 km/h,80 km/h,60 km/h,100 km/h,B,Total = 180km / 2.25h = 80km/h (use total distance / total time),problem_solving,Problem Solving And Analytical Skills
402,Problem Solving,Logical Reasoning,Some birds can swim. All penguins are birds. Therefore:,All birds swim,All penguins can swim,Some penguins can swim,No penguins swim,C,Some birds swim + all penguins are birds → penguins may be in that subset,problem_solving,Problem Solving And Analytical Skills
403,Problem Solving,Algorithmic Thinking,What is memoization?,Type of sort,Caching results of expensive function calls for reuse,Memory allocation,Memory leak,B,Memoization stores computed results to avoid redundant calculations,problem_solving,Problem Solving And Analytical Skills
404,Problem Solving,Pattern Recognition,PRQS : LNOM :: JKHI : ?,FGDE,FEDC,GHEF,FGED,A,Apply same letter pattern shift,problem_solving,Problem Solving And Analytical Skills
405,Problem Solving,Complexity,"If algorithm runs in O(log n), input doubles, runtime?",Doubles,Increases by 1 step,Quadruples,Stays same,B,O(log n) grows very slowly — doubling input adds only one more step,problem_solving,Problem Solving And Analytical Skills
406,Problem Solving,Debugging,Code works on some inputs but fails on others. Likely?,Syntax error,Logic error with edge cases,Compile error,Hardware failure,B,Failing on certain inputs suggests logic error not handling edge cases,problem_solving,Problem Solving And Analytical Skills
407,Problem Solving,Quantitative Reasoning,15% of 200 = ?,25,30,35,40,B,15/100 × 200 = 30,problem_solving,Problem Solving And Analytical Skills
408,Problem Solving,Critical Thinking,Top-down problem solving approach?,Start with details,Start with big picture then break into details,Random approach,Bottom-up,B,Top-down starts with high-level view and progressively refines,problem_solving,Problem Solving And Analytical Skills
409,Problem Solving,Algorithmic Thinking,What does pseudocode do?,Runs on computer,Describes algorithm in readable informal language,Compiles to machine code,Tests algorithm,B,Pseudocode describes algorithm logic without specific syntax,problem_solving,Problem Solving And Analytical Skills
410,Problem Solving,Logical Reasoning,If NOT (A AND B) equals?,NOT A AND NOT B,NOT A OR NOT B,A AND B,A OR B,B,De Morgan's law: NOT(A AND B) = NOT A OR NOT B,problem_solving,Problem Solving And Analytical Skills
411,Programming,OOP,Late binding in OOP?,Compile-time binding,Method resolved at runtime (polymorphism),Static binding,No binding,B,Late/dynamic binding resolves method calls at runtime (virtual functions),programming,Programming (C++/Java/Python)
412,Programming,Data Types,Unsigned int stores?,Negative numbers only,Non-negative integers only (0 and positive),Decimal numbers,Characters,B,Unsigned int stores only 0 and positive integers (more range),programming,Programming (C++/Java/Python)
413,Programming,Algorithms,Divide and conquer used in?,Linear search,Merge sort and binary search,Bubble sort,Stack operations,B,Merge sort and binary search both use divide and conquer,programming,Programming (C++/Java/Python)
414,Programming,OOP,Abstract method?,Has implementation,Declared but not implemented in abstract class,Private method,Static method,B,Abstract methods declared in abstract class must be implemented by subclass,programming,Programming (C++/Java/Python)
415,Programming,Memory,new keyword in C++?,Deletes object,Dynamically allocates memory on heap,Creates stack variable,Is a loop,B,new allocates memory on the heap and returns pointer,programming,Programming (C++/Java/Python)
416,Programming,Strings,Reverse a string algorithm complexity?,O(1),O(n),O(n²),O(log n),B,Reversing requires visiting each character once: O(n),programming,Programming (C++/Java/Python)
417,Programming,OOP,Cohesion in class design?,Dependencies on other classes,How focused and related the class responsibilities are,Number of methods,Inheritance depth,B,High cohesion means class has single well-defined purpose,programming,Programming (C++/Java/Python)
418,Programming,Algorithms,What is Big O notation?,Exact runtime,Upper bound on algorithm growth rate,Lower bound,Average case,B,Big O describes worst-case upper bound on algorithm's growth rate,programming,Programming (C++/Java/Python)
419,Programming,OOP,Friend function in C++?,Class member,Non-member function with access to private members,Static function,Virtual function,B,Friend function accesses private/protected members of a class,programming,Programming (C++/Java/Python)
420,Programming,Control Structures,Ternary operator syntax?,if-else block,condition ? true_value : false_value,switch statement,for loop,B,Ternary: condition ? value_if_true : value_if_false,programming,Programming (C++/Java/Python)
421,Data Structures,Graphs,Kruskal's algorithm?,Shortest path,Minimum spanning tree using edge sorting,Topological sort,Graph coloring,B,Kruskal's builds MST by adding edges in order of increasing weight,dsa,Data Structures & Algorithms
422,Data Structures,Trees,Level order traversal uses?,Stack,Queue,Array,Linked list,B,Level order (BFS) traversal uses queue to process nodes level by level,dsa,Data Structures & Algorithms
423,Data Structures,Sorting,Stable sort means?,Fastest sort,Equal elements maintain their relative order,Ascending only,In-place only,B,Stable sort preserves relative order of equal elements,dsa,Data Structures & Algorithms
424,Data Structures,Hashing,Load factor in hash table?,Size of table,Ratio of stored elements to table size,Number of collisions,Hash function,B,Load factor = n/m (elements/slots); high load factor = more collisions,dsa,Data Structures & Algorithms
425,Data Structures,Trees,Full binary tree?,All leaves same level,Every node has 0 or 2 children,Only root node,Sorted tree,B,Full binary tree: every node has either 0 or exactly 2 children,dsa,Data Structures & Algorithms
426,Data Structures,Linear,Priority queue?,FIFO queue,Queue where elements processed by priority not order,LIFO stack,Sorted array,B,Priority queue always removes element with highest priority first,dsa,Data Structures & Algorithms
427,Data Structures,Graphs,Bipartite graph?,Complete graph,Graph whose vertices split into 2 independent sets,Weighted graph,Directed graph,B,Bipartite graph: vertices colored 2 colors with no same-color edges,dsa,Data Structures & Algorithms
428,Data Structures,Sorting,Shell sort?,Bubble sort variant,Generalization of insertion sort using gap sequences,Quick sort variant,Merge sort variant,B,Shell sort improves insertion sort by allowing element swaps far apart,dsa,Data Structures & Algorithms
429,Data Structures,Trees,Segment tree?,Simple array,Tree for efficient range queries and updates,Hash table,Graph,B,Segment tree enables efficient range query and point update operations,dsa,Data Structures & Algorithms
430,Data Structures,Graphs,Strongly connected component?,Isolated node,Maximal subgraph where every vertex reachable from every other,Single edge,Tree,B,SCC: maximal subgraph with path between every pair of vertices,dsa,Data Structures & Algorithms
431,Databases,SQL,CASE statement in SQL?,Loop,Conditional expression (like if-else in SQL),Join operation,Index creation,B,CASE provides if-then-else logic within SQL queries,databases,Databases
432,Databases,Architecture,Data warehouse?,Operational database,Large analytical database for business intelligence reporting,Backup database,NoSQL database,B,Data warehouse stores historical data for analytical reporting and BI,databases,Databases
433,Databases,SQL,Subquery?,Main query,Query nested inside another query,View,Stored procedure,B,Subquery is SELECT statement nested inside another SQL statement,databases,Databases
434,Databases,Normalization,Functional dependency X → Y means?,X depends on Y,X determines the value of Y,Y determines X,No relationship,B,Functional dependency: knowing X uniquely determines Y,databases,Databases
435,Databases,Transactions,COMMIT in transactions?,Rollback changes,Permanently save all transaction changes,Delete data,Start transaction,B,COMMIT permanently writes all transaction changes to database,databases,Databases
436,Databases,Transactions,ROLLBACK?,Saves changes,Undoes all changes made during transaction,Starts transaction,Commits changes,B,ROLLBACK reverts all changes made in current transaction,databases,Databases
437,Databases,SQL,CREATE INDEX syntax improves?,Data security,Query performance for specific column lookups,Data insertion,Table creation,B,Index on frequently queried columns dramatically speeds up SELECT queries,databases,Databases
438,Databases,NoSQL,Redis is?,Relational database,In-memory key-value NoSQL database,Graph database,Document database,B,Redis is an in-memory key-value store used for caching and real-time data,databases,Databases
